id	bank8k	prg_offset	file_offset	capacity	display_limit	original_hex	original_text	translation	ui_width	ui_lines	wrapped_preview	encoded_length
D1453	06	0DC39	0DC49	36		89 AD 85 81 98 FF 8A 91 8B AE AD 8B AE 88 AD 99 FF 81 AA 81 AA 94 FF 94 8E AE AC 9A A1 92 81 A8 A5 82 0A 97	こんかいの さつじんじけんは いろいろな なぞをひめているようですね	В этом убийстве много тайн.	26	4	В этом убийстве много | тайн.	27
D1454	06	0DC5F	0DC6F	18		88 81 8A 91 95 FF 99 94 8C 89 93 99 FF 94 95 A2 94 81	けいさつに はなすことは なにもない	Полиции мне сказать нечего.	26	4	Полиции мне сказать | нечего.	27
D1455	06	0DC72	0DC82	10		8A B0 8A 93 85 83 B0 92 87 A9	さっさとかえってくれ	Уходите.	26	4	Уходите.	8
D1456	06	0DC7D	0DC8D	12		CB AE E0 BF DE C7 DC AE C1 EC 8F AE	ジム。マクベイヲだ	Джим Макбейн.	26	4	Джим Макбейн.	13
D1457	06	0DC8A	0DC9A	6		B9 BA 8A 81 8F AE	56さいだ	56 лет.	26	4	56 лет.	7
D1458	06	0DC91	0DCA1	22		C5 AE CC E6 C1 D3 BF CB C0 CF FC 98 FF 88 81 83 81 AC 8B 92 81 A8	ガスライト。シアターの けいえいをしている	Владелец театра Гаслайт.	26	4	Владелец театра Гаслайт.	24
D1459	06	0DCA8	0DCB8	6		EE 85 AE 8F 8F AE	Bがただ	Группа B.	26	4	Группа B.	9
D1460	06	0DCAF	0DCBF	8		85 8E AE 87 99 81 94 81	かぞくはいない	Семьи нет.	26	4	Семьи нет.	10
D1461	06	0DCB8	0DCC8	21		07 85 AE FF 99 9E 86 AC A3 A1 A8 93 86 99 FF 8B 96 93 86 8F AE	わたしが はまきをやめるときは しぬときだ	Брошу сигары лишь когда умру.	26	4	Брошу сигары лишь когда | умру.	29
D1462	06	0DCCE	0DCDE	26		8F 87 8A AD 80 B0 92 FF 81 90 81 90 99 94 8C 98 85 AE FF A1 AD 93 AE 82 8F AE	たくさんあって いちいちはなすのが めんどうだ	Увлечений много.Лень перечислять.	26	4	Увлечений много.Лень | перечислять.	33
D1463	06	0DCE9	0DCF9	11		89 98 9E 90 98 FF 82 9E A9 8F AE	このまちの うまれだ	Родился здесь.	26	4	Родился здесь.	14
D1464	06	0DCF5	0DD05	19		9E 90 98 FF 8B B3 82 89 82 85 81 95 FF 99 81 B0 92 81 A8	まちの しょうこうかいに はいっている	Член торговой палаты.	26	4	Член торговой палаты.	21
D1465	06	0DD09	0DD19	33		8B 89 AE 93 98 FF 92 AE 86 A8 84 93 89 8F AE B0 8F 85 AE FF 92 86 A2 84 84 85 B0 8F A5 82 8F AE 94	しごとの できるおとこだったが てきもおおかったようだな	Билл был деловым,но нажил много врагов.	26	4	Билл был деловым,но нажил | много врагов.	39
D1466	06	0DD2D	0DD3D	18		AB 85 81 85 A6 FF A3 A7 94 84 8B A2 86 87 8F AE AA 82	わかいから やりなおしもきくだろう	Он молод.Ещё начнёт заново.	26	4	Он молод.Ещё начнёт | заново.	27
D1467	06	0DD40	0DD50	7		91 85 9E B0 8F 98 85	つかまったのか	Его поймали?	26	4	Его поймали?	12
D1468	06	0DD48	0DD58	13		B6 B4 97 AD A6 81 98 8B A7 80 81 8F AE	20ねんらいのしりあいだ	Знаю его 20 лет.	26	4	Знаю его 20 лет.	16
D1469	06	0DD56	0DD66	14		C3 D3 AE EB FC D3 AE 99 A0 8B AE 91 8F AE	エドワードはむじつだ	Эдвард невиновен.	26	4	Эдвард невиновен.	17
D1470	06	0DD65	0DD75	29		85 A9 85 AE EA DA AE EC CC AE 8B B3 82 85 81 AC FF A2 A7 8F 92 92 87 A9 A8 8F AE AA 82	かれがロビヲズしょうかいを もりたててくれるだろう	Он поднимет компанию Роббинсов.	26	4	Он поднимет компанию | Роббинсов.	31
D1471	06	0DD83	0DD93	14		DB E9 F0 D3 AE 95 FF 9A 93 99 89 AA 8D AD	フレッドに ひとはころせん	Фред не способен убить.	26	4	Фред не способен убить.	23
D1472	06	0DD92	0DDA2	17		81 81 84 87 8A AD 95 FF 94 B0 92 81 A8 A5 82 8F AE	いいおくさんに なっているようだ	Кажется она хорошая жена.	26	4	Кажется она хорошая жена.	25
D1473	06	0DDA6	0DDB6	25		FB FB C5 EC D9 AF D5 FC 99 FF 80 9B AE 94 81 93 81 82 FF 82 AB 8A 8F AE 94	HHカヲパニーは あぶないという うわさだな	Говорят HH на грани.	26	4	Говорят HH на грани.	20
D1474	06	0DDC0	0DDD0	12		80 81 91 94 A6 FF A3 A7 8E 82 8F AE	あいつなら やりそうだ	Он способен на это.	26	4	Он способен на это.	19
D1475	06	0DDCD	0DDDD	4		8B A6 AD A5	しらんよ	Не знаю.	26	4	Не знаю.	8
D1476	06	0DDD4	0DDE4	11		9E 8B AE A1 94 8D 81 97 AD 8F AE	まじめなせいねんだ	Серьёзный юноша.	26	4	Серьёзный юноша.	16
D1477	06	0DDE2	0DDF2	22		C6 F1 E7 EC D3 EC 99 85 AB A7 A2 98 8F AE BF 91 86 80 81 99 94 81	キャリヲトヲはかわりものだ。つきあいはない	Кэррингтон странный.Мы не общаемся.	26	4	Кэррингтон странный.Мы не | общаемся.	35
D1478	06	0DDF9	0DE09	19		85 A9 95 A5 82 86 AE 85 AE FF 85 85 B0 92 81 A8 98 85 0D	かれにようぎが かかっているのか・・・	Его подозревают?	26	4	Его подозревают?	16
D1479	06	0DE0D	0DE1D	8		80 B0 8F 89 93 99 94 81	あったことはない	Не встречал.	26	4	Не встречал.	12
D1480	06	0DE18	0DE28	4		8B A6 AD 97	しらんね	Не знаю.	26	4	Не знаю.	8
D1481	06	0DE1F	0DE2F	11		A4 82 8B AE AD 98 9A 93 A7 8F AE	ゆうじんのひとりだ	Один из моих друзей.	26	4	Один из моих друзей.	20
D1482	06	0DE2B	0DE3B	11		CA C1 E2 EC 99 A0 8B AE 91 8F AE	サイモヲはむじつだ	Саймон невиновен.	26	4	Саймон невиновен.	17
D1483	06	0DE37	0DE47	18		CA C1 E2 EC 85 AE 9A 86 93 B0 92 81 A8 A0 8C A1 8F AE	サイモヲがひきとっているむすめだ	Девушка которую Саймон приютил.	26	4	Девушка которую Саймон | приютил.	31
D1484	06	0DE4A	0DE5A	9		80 A9 85 AE A3 B0 8F 98 85	あれがやったのか	Она это сделала?	26	4	Она это сделала?	16
D1485	06	0DE54	0DE64	14		EA DA AE EC CC AE 88 98 E1 C1 D3 AE 8F AE	ロビヲズけのメイドだ	Горничная Роббинсов.	26	4	Горничная Роббинсов.	20
D1486	06	0DE65	0DE75	7		0B 98 9A 8B B3 8F AE	ビルのひしょだ	Секретарь Билла.	26	4	Секретарь Билла.	16
D1487	06	0DE75	0DE85	8		8A 80 FF 8B A6 94 81 94	さあ しらないな	Не знаю.	26	4	Не знаю.	8
D1488	06	0DE85	0DE95	9		8F AE A9 8F AE FF 8E A9 99	だれだ それは	Кто это?	26	4	Кто это?	8
D1489	06	0DE91	0DEA1	8		80 B0 8F 89 93 A2 94 81	あったこともない	Не встречал.	26	4	Не встречал.	12
D1490	06	0DE9C	0DEAC	30		80 98 A5 A8 99 FF C3 D3 AE EB FC D3 AE 93 FF 8A 88 AC 98 AD 8F AE BF 8E A9 8F AE 88 8F AE	あのよるは エドワードと さけをのんだ。それだけだ	В ту ночь пил с Эдвардом.Вот и всё.	26	4	В ту ночь пил с | Эдвардом.Вот и всё.	35
D1491	06	0DEBB	0DECB	29		B5 B4 8B AE 87 AE A6 81 95 FF C3 D3 AE EB FC D3 AE 99 85 83 B0 92 FF 80 93 99 97 8F A5	10じぐらいに エドワードはかえって あとはねたよ	Около 10 Эдвард ушёл.Потом я спал.	26	4	Около 10 Эдвард ушёл.Потом | я спал.	34
D1492	06	0DED9	0DEE9	4		8E A9 99 0D	それは・・・	Это...	26	4	Это...	6
D1493	06	0DEE4	0DEF4	39		07 99 FF 93 AE 87 8B AD 8B B2 86 AE 92 AE 97 BF 88 B0 89 AD 94 AD 92 FF 86 B2 82 87 91 94 A2 98 99 FF 8B 8F 87 94 81	わたしは どくしんしゅぎでね。けっこんなんて きゅうくつなものは したくない	Я холостяк.Брак слишком стесняет.	26	4	Я холостяк.Брак слишком | стесняет.	33
D1494	06	0DF0E	0DF1E	31		8E AD 94 8B AE 88 AD A2 FF 80 B0 8F A5 82 94 86 85 AE 8C A8 85 AE FF 84 9D AE 83 92 81 94 81	そんなじけんも あったようなきがするが おぼえていない	Кажется было такое дело.Не помню.	26	4	Кажется было такое дело.Не | помню.	33
D1495	06	0DF2E	0DF3E	18		8B A6 94 81 93 81 B0 92 81 A8 98 95 FF 8B 91 89 81 94	しらないといっているのに しつこいな	Я сказал,что не знаю.Хватит.	26	4	Я сказал,что не | знаю.Хватит.	28
D1496	06	0DF41	0DF51	6		86 84 87 95 94 81	きおくにない	Не помню.	26	4	Не помню.	9
D1497	06	0DF48	0DF58	24		84 80 8E 9A AE 98 80 91 9E A7 8F AE BF 8F 81 8B 8F A2 98 8B AE B1 94 81	おあそびのあつまりだ。たいしたものじゃない	Просто клуб для развлечения.Ничего серьёзного.	26	4	Просто клуб для | развлечения.Ничего | серьёзного.	46
D1498	06	0DF61	0DF71	21		8E AD 94 89 93 AC FF 07 95 86 81 92 FF 93 AE 82 8C A8 98 85 97	そんなことを わたしにきいて どうするのかね	Зачем вы меня об этом спрашиваете?	26	4	Зачем вы меня об этом | спрашиваете?	34
D1499	06	0DF77	0DF87	10		99 94 8C 89 93 94 93 AE 94 81	はなすことなどない	Мне нечего сказать.	26	4	Мне нечего сказать.	19
D1500	06	0DF82	0DF92	31		88 81 83 81 99 FF 82 9E 87 81 B0 92 81 A8 BF 8B AD 99 AF 81 8B 92 A2 A6 AB 94 87 92 A2 81 81	けいえいは うまくいっている。しんぱいしてもらわなくてもいい	Дела идут хорошо.Не беспокойтесь.	26	4	Дела идут хорошо.Не | беспокойтесь.	33
D1501	06	0DFA4	0DFB4	9		07 99 FF 94 95 A2 8B A6 AD	わたしは なにもしらん	Я ничего не знаю.	26	4	Я ничего не знаю.	17
D1502	06	0DFB6	0DFC6	24		0B 99 8C AE 81 9B AE AD 93 FF 80 8E AD 92 AE 9E AB B0 92 8F A6 8B 81 94	ビルはずいぶんと あそんでまわってたらしいな	Билл любил погулять.	26	4	Билл любил погулять.	20
D1503	06	0DFD1	0DFE1	9		89 AE 87 AA 82 8A 9E 0A 97	ごくろうさまですね	Тяжёлая работа у вас.	26	4	Тяжёлая работа у вас.	21
D1504	06	0DFDB	0DFEB	8		9E 8F AE FF 94 95 85 0D	まだ なにか・・・	Ещё что?	26	4	Ещё что?	8
D1505	06	0DFE4	0DFF4	12		E2 FC D3 EC BF DB AE E6 F0 D3 AE 0A	モートヲ。ブラッドです	Мортон Брэдли.	26	4	Мортон Брэдли.	14
D1506	06	0DFF1	0E001	5		B9 B4 8A 81 0A	50さいです	50 лет.	26	4	50 лет.	7
D1507	07	0E000	0E010	8		FF 88 81 9A AE 81 AD 0A	 けいびいんです	Охранник.	26	4	Охранник.	9
D1508	07	0E009	0E019	5		EE 85 AE 8F 0A	Bがたです	Группа B.	26	4	Группа B.	9
D1509	07	0E00F	0E01F	13		91 9E 93 FF A0 8C A1 85 AE 9B 8F A7 0A	つまと むすめがふたりです	Жена и две дочери.	26	4	Жена и две дочери.	18
D1510	07	0E01D	0E02D	42		91 A7 0A 97 BF 89 98 9E 83 FF E7 D9 AE D2 C1 BF E7 D9 AE FC 92 AE FF 84 84 86 94 FF DB AE E6 F0 C7 D9 AE CC AC FF 91 A7 0C A5	つりですね。このまえ リバテイ。リバーで おおきな ブラックバスを つりましたよ	Люблю рыбалку.Недавно поймал большого басса в Либерти Ривер.	26	4	Люблю рыбалку.Недавно | поймал большого басса в | Либерти Ривер.	60
D1511	07	0E048	0E058	7		9C AE 91 95 80 A7 08	べつにありません	Ничего.	26	4	Ничего.	7
D1512	07	0E050	0E060	9		85 AB A0 89 82 98 9E 90 0A	かわむこうのまちです	Из города за рекой.	26	4	Из города за рекой.	19
D1513	07	0E05A	0E06A	8		9C AE 91 95 94 81 0A 94	べつにないですな	Ничего.	26	4	Ничего.	7
D1514	07	0E063	0E073	43		07 85 AE FF 99 B0 88 AD 8B 8F 9A 93 0A BF DA AE F0 C7 E7 8B 0C A5 BF D3 AE C0 AC 80 88 8F A6 FF 8F 84 A9 92 86 8F AD 0A 85 A6 BF	わたしが はっけんしたひとです。ビックリしましたよ。ドアをあけたら たおれてきたんですから。	Я нашёл тело.Открыл дверь и оно упало на меня.Я испугался.	26	4	Я нашёл тело.Открыл дверь | и оно упало на меня.Я | испугался.	58
D1515	07	0E096	0E0A6	30		89 AA 8A A9 8F 9A 93 98 FF 84 93 82 8A AD 0A 97 BF 80 98 80 93 FF 89 89 95 89 A6 A9 0C A5	ころされたひとの おとうさんですね。あのあと ここにこられましたよ	Отец убитого.После убийства он приезжал сюда.	26	4	Отец убитого.После | убийства он приезжал сюда.	45
D1516	07	0E0BB	0E0CB	30		81 A2 82 93 8A AD 92 AE 8B B3 82 BF 99 94 8F 99 AE AC A2 B0 92 FF 89 89 95 89 A6 A9 0C A5	いもうとさんでしょう。はなたばをもって ここにこられましたよ	Его сестра.Приходила сюда с цветами.	26	4	Его сестра.Приходила сюда | с цветами.	36
D1517	07	0E0F1	0E101	56		8B AE 88 AD 98 80 93 FF 89 98 9C AD AC FF 82 AA 91 81 92 81 0C A5 BF 89 83 AC 85 88 8F A6 FF CD AE DF 98 88 AD 86 B2 82 92 AE 8B A6 9C AE 92 81 A8 93 85 FF 81 B0 92 0C	じけんのあと このへんを うろついていましたよ。こえをかけたら ゼミのけんきゅうでしらべているとか いってました	После убийства он бродил тут.сказал,что исследует это для учёбы.	26	4	После убийства он бродил | тут.сказал,что исследует | это для учёбы.	64
D1518	07	0E12C	0E13C	23		88 AD 8B 85 AD 0A 97 BF FF 84 81 8B B1 8A AD A2 FF 8F 81 9C AD 0A 97	けんしかんですね。 おいしゃさんも たいへんですね	Судмедэксперт.Врачам тоже нелегко.	26	4	Судмедэксперт.Врачам тоже | нелегко.	34
D1519	07	0E152	0E162	18		A5 87 91 A7 99 AE 92 AE 80 09 A5 BF 91 A7 94 85 9E 0A	よくつりばであいますよ。つりなかまです	Часто встречаю его на рыбалке.Мы рыбачим вместе.	26	4	Часто встречаю его на | рыбалке.Мы рыбачим вместе.	48
D1520	07	0E177	0E187	44		80 98 9A 99 FF A3 86 AD 92 AE BF B6 8B AE 95 FF 9F 9E AB A7 85 AE 84 AB B0 92 FF A2 AD 98 93 89 AA 92 AE FF 87 A8 9E AC 9F 91 88 0C	あのひは やきんで。2じに みまわりがおわって もんのところで くるまをみつけました	Я был в ночной смене.В 2 закончил обход и нашёл машину у ворот.	26	4	Я был в ночной смене.В 2 | закончил обход и нашёл | машину у ворот.	63
D1521	07	0E1A6	0E1B6	41		80 98 87 A8 9E 99 FF 85 AE 87 8D 81 85 AE FF 93 A1 92 81 8F A2 98 92 AE FF D3 AE C0 85 AE 89 AB 8A A9 92 81 8F 8E 82 0A A5	あのくるまは がくせいが とめていたもので ドアがこわされていたそうですよ	Машина принадлежала студенту.Дверь была взломана.	26	4	Машина принадлежала | студенту.Дверь была | взломана.	49
D1522	07	0E1D2	0E1E2	67		85 A9 99 FF 9C AE 91 98 93 89 AA 92 AE 89 AA 8A A9 FF 99 89 99 AE A9 8F A5 82 8F AE 93 FF 85 AD 8B 86 98 9A 93 85 AE FF 81 B0 92 0C BF FF 9A 93 A7 92 AE 99 FF 99 89 9C AE 94 85 B0 8F 92 AE 8B B3 82 97	かれは べつのところでころされ はこばれたようだと かんしきのひとが いってました。 ひとりでは はこべなかったでしょうね	Эксперт сказал Билла убили в другом месте и привезли.Одному тело не унести.	26	4	Эксперт сказал Билла убили | в другом месте и | привезли.Одному тело не | унести.	75
D1523	07	0E218	0E228	23		84 9D AE 83 92 09 BF 89 89 92 AE 99 FF A4 82 A1 81 94 8B AE 88 AD 0A	おぼえています。ここでは ゆうめいなじけんです	Помню.Это известное местное дело.	26	4	Помню.Это известное | местное дело.	33
D1524	07	0E237	0E247	19		B6 B4 97 AD 9D 93 AE 9E 83 98 FF 99 94 8B 92 AE 8B B3 82	20ねんほどまえの はなしでしょう	Было около 20 лет назад.	26	4	Было около 20 лет назад.	24
D1525	07	0E257	0E267	59		8B AE 91 99 FF 8B 8F 81 AC 99 B0 88 AD 8C A8 9E 83 FF 95 88 AE A8 A5 82 94 FF 87 A8 9E 98 84 93 AC 86 86 0C FF 80 84 81 87 A8 9E 8F AE B0 8F 93 84 A2 09 86 95 94 A7 9E 8B 92 97	じつは したいをはっけんするまえ にげるような くるまのおとをききました あおいくるまだったとおもいますきになりましてね	До тела я слышал как машина быстро уехала.Кажется синяя.	26	4	До тела я слышал как | машина быстро | уехала.Кажется синяя.	56
D1526	07	0E295	0E2A5	23		94 A3 9F 89 AE 93 85 AE 80 A8 98 94 A6 FF 84 99 94 8B 87 8F AE 8A 81	なやみごとがあるのなら おはなしください	Если вас что-то тревожит расскажите.	26	4	Если вас что-то тревожит | расскажите.	36
D1527	07	0E2AD	0E2BD	8		9E 8F AE FF 94 95 85 FE	まだ なにか？	Ещё что?	26	4	Ещё что?	8
D1528	07	0E2B6	0E2C6	12		C5 CC D3 D5 FC BF DB AE E6 C2 EC 0A	カストニー。ブラウヲです	Кастони Браун.	26	4	Кастони Браун.	14
D1529	07	0E2C3	0E2D3	5		B8 BC 8A 81 0A	48さいです	48 лет.	26	4	48 лет.	7
D1530	07	0E2C9	0E2D9	14		89 98 86 B3 82 85 81 98 FF 9D AE 87 8B 0A	このきょうかいの ぼくしです	Пастор этой церкви.	26	4	Пастор этой церкви.	19
D1531	07	0E2D8	0E2E8	5		ED 85 AE 8F 0A	Aがたです	Группа A.	26	4	Группа A.	9
D1532	07	0E2DE	0E2EE	14		07 99 FF 85 9F 93 93 A2 95 FF 81 86 92 09	わたしは かみとともに いきています	Живу с Богом.	26	4	Живу с Богом.	13
D1533	07	0E2ED	0E2FD	10		80 81 AC 80 8F 83 A8 89 93 0A	あいをあたえることです	Дарю людям любовь.	26	4	Дарю людям любовь.	18
D1534	07	0E2F8	0E308	7		07 99 9D AE 87 8B 0A	わたしはぼくしです	Я пастор.	26	4	Я пастор.	9
D1535	07	0E300	0E310	11		C8 EC CF F0 C6 FC 98 82 9E A9 0A	ケヲタッキーのうまれです	Родился в Кентукки.	26	4	Родился в Кентукки.	19
D1536	07	0E30C	0E31C	20		C6 E7 CC D3 86 B3 82 FF 86 B3 82 85 81 95 FF 99 81 B0 92 09	キリストきょう きょうかいに はいっています	Член христианской церкви.	26	4	Член христианской церкви.	25
D1537	07	0E321	0E331	44		8E 82 86 AE 99 FF 89 89 92 AE FF 81 8F 8B 0C BF A3 8C A6 85 95 FF 92 AD 95 A1 8A A9 9E 8C A5 82 FF 84 81 98 A7 81 8F 8B 9E 8B B3 82	そうぎは ここで いたしました。やすらかに てんにめされますよう おいのりいたしましょう	Похороны были здесь.Помолимся о его душе.	26	4	Похороны были | здесь.Помолимся о его | душе.	41
D1538	07	0E350	0E360	52		80 81 AC 90 85 81 FF 8B 86 AC 80 88 AE 8F 89 98 86 B3 82 85 81 92 AE FF BA 85 88 AE 91 80 93 95 99 FF 84 8E 82 8B 86 AC FF 8C A8 89 93 95 94 A8 94 AD 92 0D	あいをちかい しきをあげたこのきょうかいで 6かげつあとには おそうしきを することになるなんて・・・	Через полгода после свадьбы в этой же церкви пришлось служить похороны...	26	4	Через полгода после | свадьбы в этой же церкви | пришлось служить | похороны...	73
D1539	07	0E387	0E397	30		A7 B0 99 AF 94 85 8F 0A BF 89 98 86 B3 82 85 81 95 A2 FF 89 AE 86 9B 81 8F 8F AE 81 92 09	りっぱなかたです。このきょうかいにも ごきふいただいています	Достойный человек.Он жертвует церкви.	26	4	Достойный человек.Он | жертвует церкви.	37
D1540	07	0E3A8	0E3B8	9		9E 8B AE A1 94 85 8F 0A A5	まじめなかたですよ	Серьёзный человек.	26	4	Серьёзный человек.	18
D1541	07	0E3B4	0E3C4	33		95 90 A5 82 9A AE 95 99 FF 86 B3 82 85 81 95 89 A6 A9 9E 8C BF 81 81 84 87 8A 9E 95 FF 94 A6 A9 0C	にちようびには きょうかいにこられます。いいおくさまに なられました	Приходит по воскресеньям.Стала хорошей женой.	26	4	Приходит по | воскресеньям.Стала хорошей | женой.	45
D1542	07	0E3D8	0E3E8	15		80 9E A7 FF 84 89 8B 95 99 FF 94 A7 08 85 AE	あまり おこしには なりませんが	Приходит редко.	26	4	Приходит редко.	15
D1543	07	0E3EA	0E3FA	42		F6 80 97 A2 97 C7 E6 DB AE F7 98 FF 85 81 90 B3 82 8A AD 92 AE FF 86 B3 82 85 81 98 85 91 93 AE 82 95 A2 FF 97 B0 8B AD 0A A5	「あねもねクラブ」の かいちょうさんで きょうかいのかつどうにも ねっしんですよ	Глава клуба Анемона.Активно помогает церкви.	26	4	Глава клуба | Анемона.Активно помогает | церкви.	44
D1544	07	0E417	0E427	27		C8 C1 D3 8A AD 93 98 88 B0 89 AD 8B 86 99 FF 89 89 92 AE 80 88 AE A6 A9 8F AD 0A	ケイトさんとのけっこんしきは ここであげられたんです	Свадьба Кейт была здесь.	26	4	Свадьба Кейт была здесь.	24
D1545	07	0E43B	0E44B	33		C6 F1 E7 EC D3 EC 9B 8B AE AD 99 FF 97 B0 8B AD 95 FF 07 98 99 94 8B AC FF 86 81 92 87 8F AE 8A 09	キャリヲトヲふじんは ねっしんに わたしのはなしを きいてくださいます	Миссис Кэррингтон внимательно слушает мои проповеди.	26	4	Миссис Кэррингтон | внимательно слушает мои | проповеди.	52
D1546	07	0E45F	0E46F	20		A4 B0 87 A7 93 FF 84 99 94 8B 8B 8F 89 93 99 FF 80 A7 08 97	ゆっくりと おはなししたことは ありませんね	Мы не говорили подолгу.	26	4	Мы не говорили подолгу.	23
D1547	07	0E476	0E486	20		95 90 A5 82 9A AE 95 99 FF 86 B3 82 85 81 95 89 A6 A9 9E 8C	にちようびには きょうかいにこられます	Приходит по воскресеньям.	26	4	Приходит по воскресеньям.	25
D1548	07	0E48D	0E49D	47		82 A6 98 9D AE 90 95 FF 84 93 82 8A AD 98 84 99 85 85 AE FF 80 A8 93 81 82 89 93 0A BF FF 93 86 93 AE 86 FF 99 94 AC A2 B0 92 A6 B0 8B B1 09	うらのぼちに おとうさんのおはかが あるということです。 ときどき はなをもってらっしゃいます	Говорят могила её отца за церковью.Она иногда приносит цветы.	26	4	Говорят могила её отца за | церковью.Она иногда | приносит цветы.	61
D1549	07	0E4BF	0E4CF	12		A5 87 84 81 92 AE 95 94 A7 9E 8C A5	よくおいでになりますよ	Часто приходит.	26	4	Часто приходит.	15
D1550	07	0E4CE	0E4DE	46		B5 8B B2 82 85 AD 9D 93 AE 9E 83 FF 89 A6 A9 0C A5 BF EA DA AE EC CC AE 8A AD 98 A1 81 9B 87 AC FF 81 98 B0 92 87 8F AE 8A B0 8F A5 82 0A	1しゅうかんほどまえ こられましたよ。ロビヲズさんのめいふくを いのってくださったようです	Был неделю назад.Похоже молился за Роббинса.	26	4	Был неделю назад.Похоже | молился за Роббинса.	44
D1551	07	0E509	0E519	10		93 86 93 AE 86 89 A6 A9 9E 8C	ときどきこられます	Иногда приходит.	26	4	Иногда приходит.	16
D1552	07	0E51E	0E52E	10		89 89 95 8C AE B0 93 84 A7 0C	ここにずっとおりました	Всё время был здесь.	26	4	Всё время был здесь.	20
D1553	07	0E52F	0E53F	16		84 A3 87 95 8F 92 8C AE 95 FF 8A AE AD 97 AD 0A	おやくにたてずに ざんねんです	Жаль что не помог.	26	4	Жаль что не помог.	18
D1554	07	0E54A	0E55A	33		86 B3 82 85 81 98 82 A6 0A BF CC FC CB AE FC 8A AD 98 FF 84 93 82 8A AD 98 FF 99 85 A2 80 A7 9E 8C	きょうかいのうらです。スージーさんの おとうさんの はかもあります	За церковью.Там и могила отца Сьюзи.	26	4	За церковью.Там и могила | отца Сьюзи.	36
D1555	07	0E578	0E588	45		80 98 8B AE 88 AD 98 A5 A8 FF 9D AE 90 98 9D 82 92 AE FF 87 A8 9E 98 84 93 85 AE 8B 0C BF FF 9A 93 98 89 83 A2 8B 92 81 8F A5 82 0A BF	あのじけんのよる ぼちのほうで くるまのおとがしました。 ひとのこえもしていたようです。	В ночь убийства с кладбища был шум машины.Слышались и голоса.	26	4	В ночь убийства с кладбища | был шум машины.Слышались и | голоса.	61
D1556	07	0E5A8	0E5B8	4		94 AD 0A 85	なんですか	Что?	26	4	Что?	4
D1557	07	0E5AD	0E5BD	20		8B 89 AE 93 98 8B AE B1 9E 0A FF 85 83 B0 92 87 8F AE 8A 81	しごとのじゃまです かえってください	Не мешайте работать.Уходите.	26	4	Не мешайте | работать.Уходите.	28
D1558	07	0E5C2	0E5D2	10		C8 AE C1 E8 BF E7 FC DE EC 0A	ゲイル。リーマヲです	Гейл Лайман.	26	4	Гейл Лайман.	12
D1559	07	0E5CD	0E5DD	5		B7 BC 8A 81 0A	38さいです	38 лет.	26	4	38 лет.	7
D1560	07	0E5D3	0E5E3	21		EA DA AE EC CC AE 8B B3 82 85 81 98 FF C5 AE FC D3 AE DE EC 0A	ロビヲズしょうかいの ガードマヲです	Охранник компании Роббинсов.	26	4	Охранник компании | Роббинсов.	28
D1561	07	0E5E9	0E5F9	5		EE 85 AE 8F 0A	Bがたです	Группа B.	26	4	Группа B.	9
D1562	07	0E5EF	0E5FF	9		91 9E 93 A0 8C 89 85 AE 09	つまとむすこがいます	Жена и сын.	26	4	Жена и сын.	11
D1563	07	0E5F9	0E609	25		9E 81 80 8A FF CB AE F3 C6 AE EC C7 AE AC FF 85 85 8B 8F 89 93 99 80 A7 08	まいあさ ジョギヲグを かかしたことはありません	Каждое утро бегаю.	26	4	Каждое утро бегаю.	18
D1564	07	0E613	0E623	6		93 87 95 80 A7 08	とくにありません	Ничего особого.	26	4	Ничего особого.	15
D1565	07	0E61A	0E62A	14		DB C1 E6 D2 AE E8 DB C1 C0 98 82 9E A9 0A	フイラデルフイアのうまれです	Родился в Филадельфии.	26	4	Родился в Филадельфии.	22
D1566	07	0E62D	0E63D	21		8B B1 90 B3 82 99 FF 85 94 A7 98 A3 A7 92 8F AE 93 86 81 92 09	しゃちょうは かなりのやりてだときいています	Говорят президент очень деловой.	26	4	Говорят президент очень | деловой.	32
D1567	07	0E649	0E659	19		EA DA AE EC CC AE 8B B3 82 85 81 98 FF 85 81 90 B3 82 0A	ロビヲズしょうかいの かいちょうです	Председатель компании Роббинсов.	26	4	Председатель компании | Роббинсов.	32
D1568	07	0E673	0E683	29		9B 93 AE 82 8A AD A3 0A BF 89 89 AC FF 82 B0 8F 9A 93 8F AE 93 FF 86 81 92 9E 8C 85 AE	ふどうさんやです。ここを うったひとだと きいてますが	Риелтор.Говорят он продал им эту землю.	26	4	Риелтор.Говорят он продал | им эту землю.	39
D1569	07	0E6C0	0E6D0	28		89 89 99 FF BC 8B AE 95 8B 9E A7 9E 8C BF 8E A9 85 A6 FF 9E B0 8C 87 AE 85 83 A7 0C	ここは 8じにしまります。それから まっすぐかえりました	Здесь закрывают в 8.После работы сразу домой.	26	4	Здесь закрывают в 8.После | работы сразу домой.	45
D1570	07	0E6DF	0E6EF	20		96 8C 9E A9 8F 87 A8 9E 99 FF 9E 8F AE 9F 91 85 B0 92 81 08	ぬすまれたくるまは まだみつかっていません	Украденную машину ещё не нашли.	26	4	Украденную машину ещё не | нашли.	31
D1571	07	0E6F6	0E706	15		8E AD 94 FF 8B AE 88 AD 85 AE 80 A7 0C 85 97	そんな じけんがありましたかね	Разве было такое дело?	26	4	Разве было такое дело?	22
