id	ids	ptr	bank	cpu	len	class	reloc	reloc_reasons	incoming_f2	outgoing_f2	f2_targets	f_controls	raw	jp	jp_expanded
1355	1355	CA25	D	8A25	13	plain	YES		0	0			65 7A 54 03 01 27 00 11 02 68 3F 62 FF	シュン「では ぼくから ひきます。\n[F1:$0A][FE][F9]	シュン「では ぼくから ひきます。\n[F1:$0A][FE][F9]
1356	1356	CA32	D	8A32	4	controlled	YES		0	1	EC53	F2	F2 53 EC FF	[F2:$EC53]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]
1357	1357	CA36	D	8A36	48	controlled	YES		0	1	EC64	F2	F2 64 EC 65 63 75 84 77 95 76 20 23 0F 41 60 7D 29 86 1A 23 1E 74 23 2F 0E 02 0B 2E 47 30 36 60 0F 28 15 18 48 00 0A 2A 74 20 0E 20 6B 6F 62 FF	[F2:$EC64]シュン「ボスは なにか ひがいしゃの みもとが\n[F1:$02]わかるようなものを もってきたんじゃ？\n[F1:$02]とりあえず それを みてみましょうよ。\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「ボスは なにか ひがいしゃの みもとが\n[F1:$02]わかるようなものを もってきたんじゃ？\n[F1:$02]とりあえず それを みてみましょうよ。\n[F1:$0A][FE][F9]
1358	1358	CA66	D	8A66	25	controlled	YES		0	1	EC64	F2	F2 64 EC 65 0F 28 15 18 48 00 CF 1B 60 16 2F 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「とりあえず みどりがおかに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「とりあえず みどりがおかに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1359	1359	CA7F	D	8A7F	25	controlled	YES		0	1	EC64	F2	F2 64 EC 65 0F 28 15 18 48 00 B7 1B 60 16 2F 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「とりあえず きたはまに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「とりあえず きたはまに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1360	1360	CA98	D	8A98	27	controlled	YES		0	1	EC64	F2	F2 64 EC 65 A5 1B 75 01 4A 03 78 16 29 79 10 36 60 88 07 27 53 0E 20 6A 71 62 FF	[F2:$EC64]シュン「いいじまには かぞくが いるのでは？\n[F1:$02]ちょっと しらべてみませんか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「いいじまには かぞくが いるのでは？\n[F1:$02]ちょっと しらべてみませんか？\n[F1:$0A][FE][F9]
1361	1361	CAB3	D	8AB3	26	controlled	YES		0	1	EC64	F2	F2 64 EC 65 A5 1E 21 08 05 00 A6 1B 60 80 16 0C 4F 00 15 2F 0E 20 6A 71 62 FF	[F2:$EC64]シュン「いいじまのむすこ しんじに\n[F1:$02]もういちど あってみませんか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「いいじまのむすこ しんじに\n[F1:$02]もういちど あってみませんか？\n[F1:$0A][FE][F9]
1362	1362	CACD	D	8ACD	35	controlled	YES		0	1	EC64	F2	F2 64 EC 65 84 24 27 00 B8 1E 14 17 4E 60 47 04 2E 1E 1B 19 16 78 07 68 3F 60 63 75 1B 19 16 6A 71 62 FF	[F2:$EC64]シュン「なにやら あばしりのほうで\n[F1:$02]じけんのにおいが します。\n[F1:$02]ボスは においませんか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「なにやら あばしりのほうで\n[F1:$02]じけんのにおいが します。\n[F1:$02]ボスは においませんか？\n[F1:$0A][FE][F9]
1363	1363	CAF0	D	8AF0	12	controlled	YES		0	2	E96C,EC7C	F2,F2	F2 6C E9 B8 05 17 1B 60 F2 7C EC FF	[F2:$E96C]あばしりこうに\n[F1:$02][F2:$EC7C]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「もういちど あばしりこうに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1364	1364	CAFC	D	8AFC	24	controlled	YES		0	1	EC64	F2	F2 64 EC 65 0A 17 16 18 50 00 BC 1B 75 81 60 16 2F 0E 6A 6D 26 70 62 FF	[F2:$EC64]シュン「そういえば ましゅうこには まだ\n[F1:$02]いってませんでしたよね。\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「そういえば ましゅうこには まだ\n[F1:$02]いってませんでしたよね。\n[F1:$0A][FE][F9]
1365	1365	CB14	D	8B14	20	controlled	YES		0	1	EC64	F2	F2 64 EC 65 80 16 0C 4F 00 BC 1B 60 16 2F 0E 20 6A 71 62 FF	[F2:$EC64]シュン「もういちど ましゅうこに\n[F1:$02]いってみませんか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「もういちど ましゅうこに\n[F1:$02]いってみませんか？\n[F1:$0A][FE][F9]
1366	1366	CB28	D	8B28	35	controlled	YES		0	1	EC64	F2	F2 64 EC 65 16 0C 4F 00 14 2F 01 16 4F 17 04 16 1B 60 2A 2E 27 03 74 0F 2F 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「いちど ほっかいどうけいに\n[F1:$02]れんらくを とってみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「いちど ほっかいどうけいに\n[F1:$02]れんらくを とってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1367	1367	CB4B	D	8B4B	28	controlled	YES		0	1	EC64	F2	F2 64 EC 65 0A 17 16 18 50 00 81 BD 1E 60 41 16 07 30 1E 99 74 0F 2F 0E 6A 6F 62 FF	[F2:$EC64]シュン「そういえば まだしれとこ ごこの\n[F1:$02]がいしゃのしゃしんを とってませんよ。\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「そういえば まだしれとこ ごこの\n[F1:$02]がいしゃのしゃしんを とってませんよ。\n[F1:$0A][FE][F9]
1368	1368	CB67	D	8B67	41	controlled	YES		0	1	EC64	F2	F2 64 EC 65 BD 73 23 4F 2F 0E 20 6A 71 60 50 16 0E 2E 76 19 50 93 01 27 60 81 00 84 77 02 04 29 01 23 00 07 2A 6A 6F 62 FF	[F2:$EC64]シュン「しれとこ ごこに もどってみませんか？\n[F1:$02]ばいてんの おばさんから\n[F1:$02]まだ なにか きけるかも しれませんよ。\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「しれとこ ごこに もどってみませんか？\n[F1:$02]ばいてんの おばさんから\n[F1:$02]まだ なにか きけるかも しれませんよ。\n[F1:$0A][FE][F9]
1369	1369	CB90	D	8B90	27	controlled	YES		0	1	EC64	F2	F2 64 EC 65 9F 24 76 8D 73 80 08 05 07 60 15 0B 2F 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「おみやげやの おとこに もうすこし\n[F1:$02]あたってみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「おみやげやの おとこに もうすこし\n[F1:$02]あたってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1370	1370	CBAB	D	8BAB	20	controlled	YES		0	2	EC64,EC7C	F2,F2	F2 64 EC 65 80 16 2F 01 16 00 01 41 24 BF 1B 60 F2 7C EC FF	[F2:$EC64]シュン「もういっかい かがやりょかんに\n[F1:$02][F2:$EC7C]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「もういっかい かがやりょかんに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1371	1371	CBBF	D	8BBF	37	controlled	YES		0	1	EC64	F2	F2 64 EC 65 C6 2F 0E 1E 78 82 1A 1E 01 2D 60 0D 02 0F 22 0B 16 6C 70 60 CB 1E 14 17 73 16 2F 0E 20 6A 71 62 FF	[F2:$EC64]シュン「まりもやってのが どこなのかを\n[F1:$02]つきとめたいですね。\n[F1:$02]あかんこのほうに いってみませんか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「まりもやってのが どこなのかを\n[F1:$02]つきとめたいですね。\n[F1:$02]あかんこのほうに いってみませんか？\n[F1:$0A][FE][F9]
1372	1372	CBE4	D	8BE4	45	controlled	YES		0	1	EC64	F2	F2 64 EC 65 01 41 24 BF 76 24 4F 0C 32 17 1B 10 60 CD 00 14 0B 29 C8 0F 00 01 01 2A 0E 16 69 3F 60 16 2F 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「かがやりょかんの やどちょうには\n[F1:$02]はこだて ほたるまちと かかれていました。\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「かがやりょかんの やどちょうには\n[F1:$02]はこだて ほたるまちと かかれていました。\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1373	1373	CC11	D	8C11	28	controlled	YES		0	1	EC64	F2	F2 64 EC 65 BC 76 14 17 4E 60 4B 2A 01 78 54 03 74 26 2E 4E 29 02 41 07 68 72 62 FF	[F2:$EC64]シュン「ましゅうこの ほうで\n[F1:$02]だれかが ぼくを よんでるきがします……。\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「ましゅうこの ほうで\n[F1:$02]だれかが ぼくを よんでるきがします……。\n[F1:$0A][FE][F9]
1374	1374	CC2D	D	8C2D	28	controlled	YES		0	1	EC64	F2	F2 64 EC 65 C4 4E 00 84 77 0E 41 01 28 85 1A 60 23 1E 75 20 0D 01 27 7F 6E 71 62 FF	[F2:$EC64]シュン「くっしゃろこで なにか てがかりみたいな\n[F1:$02]ものは みつからないでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「くっしゃろこで なにか てがかりみたいな\n[F1:$02]ものは みつからないでしょうか？\n[F1:$0A][FE][F9]
1375	1375	CC49	D	8C49	35	controlled	YES		0	1	EC64	F2	F2 64 EC 65 CE 1E C8 4E 00 84 77 47 04 2E 1B 60 01 2E 04 16 15 29 86 1A 05 0F 10 60 02 04 7F 6E 71 62 FF	[F2:$EC64]シュン「ウトロのまちで なにか じけんに\n[F1:$02]かんけいあるようなことは\n[F1:$02]きけないでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「ウトロのまちで なにか じけんに\n[F1:$02]かんけいあるようなことは\n[F1:$02]きけないでしょうか？\n[F1:$0A][FE][F9]
1376	1376	CC6C	D	8C6C	24	controlled	YES		0	1	EC64	F2	F2 64 EC 65 80 16 0C 4F 00 C6 1B 60 16 2F 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「もういちど まりもやに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「もういちど まりもやに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1377	1377	CC84	D	8C84	44	controlled	YES		0	1	EC64	F2	F2 64 EC 65 05 17 1A 2F 0B 27 00 0E 1B 16 2A 0B 00 47 32 09 16 1E 60 99 D2 74 16 2B 2E 1A 94 74 B3 0E 60 02 03 07 01 7E 6A 6F 62 FF	[F2:$EC64]シュン「こうなったら てにいれた じょせいの\n[F1:$02]しゃしん[GLYPH:$D2]を いろんなひとを みせて\n[F1:$02]きくしかありませんよ。\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「こうなったら てにいれた じょせいの\n[F1:$02]しゃしん[GLYPH:$D2]を いろんなひとを みせて\n[F1:$02]きくしかありませんよ。\n[F1:$0A][FE][F9]
1378	1378	CCB0	D	8CB0	25	controlled	YES		0	1	EC64	F2	F2 64 EC 65 0F 28 15 18 48 00 C4 1B 60 16 2F 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「とりあえず くっしゃろこに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「とりあえず くっしゃろこに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1379	1379	CCC9	D	8CC9	24	controlled	YES		0	1	EC64	F2	F2 64 EC 65 C7 73 16 02 6A 71 60 84 77 7D 29 01 23 00 07 2A 6A 6F 62 FF	[F2:$EC64]シュン「わごと おんせんに いきませんか？\n[F1:$02]なにか わかるかも しれませんよ。\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「わごと おんせんに いきませんか？\n[F1:$02]なにか わかるかも しれませんよ。\n[F1:$0A][FE][F9]
1380	1380	CCE1	D	8CE1	28	controlled	YES		0	1	EC64	F2	F2 64 EC 65 80 08 05 07 00 AB 93 76 13 24 1E 1A 01 2D 60 07 27 53 0E 20 6A 71 62 FF	[F2:$EC64]シュン「もうすこし まきこさんの へやのなかを\n[F1:$02]しらべてみませんか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「もうすこし まきこさんの へやのなかを\n[F1:$02]しらべてみませんか？\n[F1:$0A][FE][F9]
1381	1381	CCFD	D	8CFD	25	controlled	YES		0	1	EC64	F2	F2 64 EC 65 0F 28 15 18 48 00 C0 1B 60 16 2F 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「とりあえず もんべつに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「とりあえず もんべつに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1382	1382	CD16	D	8D16	22	controlled	YES		0	1	EC64	F2	F2 64 EC 65 C0 76 0E 2E 54 17 4B 16 1B 60 16 2F 0E 20 6A 71 62 FF	[F2:$EC64]シュン「もんべつの てんぼうだいに\n[F1:$02]いってみませんか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「もんべつの てんぼうだいに\n[F1:$02]いってみませんか？\n[F1:$0A][FE][F9]
1383	1383	CD2C	D	8D2C	31	controlled	YES		0	1	EC64	F2	F2 64 EC 65 C0 05 17 76 01 2E 28 47 21 07 32 73 16 04 50 60 84 77 7D 29 1E 7A 7F 6E 71 62 FF	[F2:$EC64]シュン「もんべつこうの かんりじむしょに いけば\n[F1:$02]なにか わかるのでは ないでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「もんべつこうの かんりじむしょに いけば\n[F1:$02]なにか わかるのでは ないでしょうか？\n[F1:$0A][FE][F9]
1384	1384	CD4B	D	8D4B	31	controlled	YES		0	1	EC64	F2	F2 64 EC 65 0F 28 15 18 48 00 A9 02 08 04 76 17 0C 1B 60 16 2F 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「とりあえず おくむらきすけの うちに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「とりあえず おくむらきすけの うちに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1385	1385	CD6A	D	8D6A	34	controlled	YES		0	1	EC64	F2	F2 64 EC 65 05 1E E3 1B 59 59 1B 2E 42 32 17 2D 60 16 2B 2E 1A 94 73 B3 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「このニポポにんぎょうを\n[F1:$02]いろんなひとに みせてみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「このニポポにんぎょうを\n[F1:$02]いろんなひとに みせてみてはどうでしょうか？\n[F1:$0A][FE][F9]
1386	1386	CD8C	D	8D8C	47	controlled	YES		0	1	EC64	F2	F2 64 EC 65 80 16 2F 01 16 00 AC 93 1B 60 15 2F 0E 85 86 1A 02 78 07 68 70 60 02 02 23 27 07 0E 16 29 05 0F 78 15 29 01 23 07 2A 6A 3F 62 FF	[F2:$EC64]シュン「もういっかい めぐみさんに\n[F1:$02]あってみたいようなきが しますね。\n[F1:$02]ききもらしていることが あるかもしれません。\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「もういっかい めぐみさんに\n[F1:$02]あってみたいようなきが しますね。\n[F1:$02]ききもらしていることが あるかもしれません。\n[F1:$0A][FE][F9]
1387	1387	CDBB	D	8DBB	25	controlled	YES		0	1	EC64	F2	F2 64 EC 65 0F 28 15 18 48 00 BB 1B 60 16 2F 0E 20 0E 10 4F 17 6E 71 62 FF	[F2:$EC64]シュン「とりあえず コロポックリに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「とりあえず コロポックリに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$0A][FE][F9]
1388	1388	CDD4	D	8DD4	36	controlled	YES		0	1	EC64	F2	F2 64 EC 65 C0 1E 18 02 1F 18 1B 60 16 2F 0E 20 0E 10 4F 17 6E 71 60 84 77 02 04 29 01 23 07 2A 6A 6F 62 FF	[F2:$EC64]シュン「もんべつのえきまえに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$02]なにか きけるかもしれませんよ。\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「もんべつのえきまえに\n[F1:$02]いってみてはどうでしょうか？\n[F1:$02]なにか きけるかもしれませんよ。\n[F1:$0A][FE][F9]
1389	1389	CDF8	D	8DF8	31	controlled	YES		0	1	EC64	F2	F2 64 EC 65 84 24 27 00 21 1A 06 2C 42 78 07 68 3F 60 AB 93 1E B1 73 16 2F 0E 20 6A 71 62 FF	[F2:$EC64]シュン「なにやら むなさわぎが します。\n[F1:$02]まきこさんのアパートに いってみませんか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「なにやら むなさわぎが します。\n[F1:$02]まきこさんのアパートに いってみませんか？\n[F1:$0A][FE][F9]
1390	1390	CE17	D	8E17	28	controlled	YES		0	1	EC64	F2	F2 64 EC 65 80 08 05 07 00 AB 93 76 13 24 1E 1A 01 2D 60 07 27 53 0E 20 6A 71 62 FF	[F2:$EC64]シュン「もうすこし まきこさんの へやのなかを\n[F1:$02]しらべてみませんか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「もうすこし まきこさんの へやのなかを\n[F1:$02]しらべてみませんか？\n[F1:$0A][FE][F9]
1391	1391	CE33	D	8E33	31	controlled	YES		0	1	EC64	F2	F2 64 EC 65 63 35 00 05 2E 1A 0F 02 1B 60 47 32 17 4B 2E 75 26 07 0E 03 4B 06 16 26 35 62 FF	[F2:$EC64]シュン「ボス！ こんなときに\n[F1:$02]じょうだんは よしてくださいよ！\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「ボス！ こんなときに\n[F1:$02]じょうだんは よしてくださいよ！\n[F1:$0A][FE][F9]
1392	1392	CE52	D	8E52	30	controlled	YES		0	1	EC64	F2	F2 64 EC 65 24 10 28 00 AD 47 2E 45 2B 17 41 60 84 77 07 2F 0E 16 29 79 10 7F 6E 71 62 FF	[F2:$EC64]シュン「やはり うらたじんごろうが\n[F1:$02]なにか しっているのではないでしょうか？\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「やはり うらたじんごろうが\n[F1:$02]なにか しっているのではないでしょうか？\n[F1:$0A][FE][F9]
1393	1393	CE70	D	8E70	24	controlled	YES		0	1	EC64	F2	F2 64 EC 65 24 10 28 00 AB 93 76 86 0B 16 41 60 02 1B 1A 28 68 70 62 FF	[F2:$EC64]シュン「やはり まきこさんの ようたいが\n[F1:$02]きになりますね。\n[F1:$0A][FE][F9]	シュン「さあ そうさを ぞっこうしましょう！\n[F1:$0A][FE][F9]シュン「ところで ボス。\n[F1:$02]ぼくは おもうんですがね……。\n[F1:$0A][FE][F9]シュン「やはり まきこさんの ようたいが\n[F1:$02]きになりますね。\n[F1:$0A][FE][F9]
1394	1394	CE88	D	8E88	10	plain	YES		0	0			65 06 15 00 4F 17 07 68 71 FF	シュン「さあ どうしますか？	シュン「さあ どうしますか？
1395	1395	CE92	D	8E92	10	plain	YES		0	0			65 1F 18 73 08 08 20 69 3F FF	シュン「まえに すすみました。	シュン「まえに すすみました。
1396	1396	CE9C	D	8E9C	9	plain	YES		0	0			65 20 42 74 21 02 69 3F FF	シュン「みぎを むきました。	シュン「みぎを むきました。
1397	1397	CEA5	D	8EA5	10	plain	YES		0	0			65 11 4B 28 74 21 02 69 3F FF	シュン「ひだりを むきました。	シュン「ひだりを むきました。
1398	1398	CEAF	D	8EAF	34	plain	YES		0	0			65 1F 2C 28 75 45 0D 45 0D 07 0B 00 16 2C 50 68 3F 60 0F 0E 23 00 03 48 2A 0A 17 1B 75 7E 6A 41 3F FF	シュン「まわりは ごつごつした いわばます。\n[F1:$02]とても くずれそうには ありませんが。	シュン「まわりは ごつごつした いわばます。\n[F1:$02]とても くずれそうには ありませんが。
1399	1399	CED1	D	8ED1	26	plain	YES		0	0			65 05 2E 1A 0F 05 2B 4E 00 07 27 53 0B 2F 0E 60 21 4B 0F 16 17 23 1E 6E 3F FF	シュン「こんなところで しらべたって\n[F1:$02]むだというものでしょう。	シュン「こんなところで しらべたって\n[F1:$02]むだというものでしょう。
1400	1400	CEEB	D	8EEB	54	plain	YES		0	0			65 63 35 00 15 09 27 7F 4E 00 02 2D 07 2F 01 28 60 23 2F 0E 03 4B 06 16 35 00 21 24 20 73 07 27 53 0E 23 60 0B 16 28 32 03 74 07 32 17 23 17 08 29 4B 04 6C 3F FF	シュン「ボス！ あせらないで きをしっかり\n[F1:$02]もってください！ むやみに しらべても\n[F1:$02]たいりょくを しょうもうするだけです。	シュン「ボス！ あせらないで きをしっかり\n[F1:$02]もってください！ むやみに しらべても\n[F1:$02]たいりょくを しょうもうするだけです。
1401	1401	CF21	D	8F21	23	plain	YES		0	0			65 63 35 00 20 0E 1E 0F 19 28 00 1F 18 1B 10 60 08 08 22 6A 2F 3F FF	シュン「ボス！ みてのとおり まえには\n[F1:$02]すすめませんっ。	シュン「ボス！ みてのとおり まえには\n[F1:$02]すすめませんっ。
1402	1402	CF38	D	8F38	39	plain	YES		0	0			65 11 30 33 00 63 35 60 0E 2E 47 32 17 01 27 00 08 16 0E 02 78 0B 2A 0E 02 69 3F 60 51 2F 03 28 06 09 29 1A 15 3F FF	シュン「ひゃー ボス！\n[F1:$02]てんじょうから すいてきが たれてきました。\n[F1:$02]びっくりさせるなあ。	シュン「ひゃー ボス！\n[F1:$02]てんじょうから すいてきが たれてきました。\n[F1:$02]びっくりさせるなあ。
